Protein	D_glucose	acetate	ethanol	glycerol	D_glucitol	D_galactose	D_ribose	D_xylose
P32891	0	0	0	0	0	0	0	0
P00045	0	0	0	0	0	0	0	0
P00044	0	0	0	0	0	0	0	0
P39976	0	0	0	0	0	0	0	0
P46681	0	0	0	0	0	0	0	0
P39714	0	0	0	0	0	0	0	0
P00175	0	0	0	0	0	0	0	0
P40989	0	0	0	0	0	0	0	0
Q04952	0.010913402	0.004858668	0.006504825	0.007693297	0.01004208	0.008417666	0.008980611	0.002269537
P38631	0	0	0	0	0	0	0	0
P25358	0	0	0	0	0	0	0	0
P40545	0	0	0	0	0	0	0	0
P07275	0	0	0	0	0	0	0	0
P32626	0	0	0	0	0	0	0	0
Q03677	0	0	0	0	0	0	0	0
Q12362	0.000583355	0.000207675	0.000309815	0.000383553	0.000529292	0.000428502	0.000463431	4.70E-05
P33312	0.040949929	0.018381994	0.024517675	0.028947469	0.037702187	0.031647433	0.033745716	0.008731698
P25605	0	0	0	0	0	0	0	0
P07342	0.007688414	0.003406658	0.00457078	0.005411235	0.007072238	0.005923494	0.006321594	0.001575684
P53848	0	0	0	0	0	0	0	0
P10356	0	0	0	0	0	0	0	0
P53090	0	0.000414166	0	6.70E-06	0	2.49E-05	0	0
P47039	0	0	0	0	0	0	0	0
P38787	0	0	0	0	0	0	0	0
P14843	0	0	0	0	0	0	0	0
P32449	9.60E-06	0	0	0	0	0	0	0
O13525	0	0	0	0	0	0	0	0
P27697	0	0	0	0	0	0	0	0
P53318	0	0	0	0	0	0	0	0
Q05779	0	0	0	0	0	0	0	0
P49017	0	0	0	0	0	0	0	0
P27680	0	0	0	0	0	0	0	0
P41735	0	0	0	0	0	0	0	0
P07264	0.006882947	0.003044006	0.004087736	0.004841275	0.006330496	0.005300554	0.005657483	0.001402388
P06208	0.001771438	0	0	0.001224269	0.001623381	0.001347356	0.001443013	0.000302643
Q12166	0	0.000727712	0.00100249	0	0	0	0	0
P38891	0	0	0	0	0	0	0	0
P47176	0	0	0	0	0	0	0	0
P38840	0	0.000429079	0	0	0	1.88E-05	0	0
P49367	0.021800319	0.009760329	0.013033739	0.015397038	0.020067664	0.016837469	0.0179569	0.004611821
P43635	0	0	0	0	0	0	0	0
P32179	0.000159558	1.69E-05	5.57E-05	8.37E-05	0.000139023	0.00010074	0.000114007	0
P22434	0	0	0	0	0	0	0	0
P06776	0	0	0	0	0	0	0	0
Q99258	0	0	0	0	0	0	0	0
P08566	0.003621948	0.001575775	0.002132089	0.002533728	0.003327489	0.002778526	0.002968771	0.000700783
P38342	0	0	0	0	0	0	0	0
Q12184	0	0	0	0	0	0	0	0
P48360	0	0	0	0	0	0	0	0
P33751	0	0	0	0	0	0	0	0
Q03034	0	0	0	0	0	0	0	0
Q05979	0	0	0	0	0	0	0	0
Q02207	0	0	0	0	0	0	0	0
P47096	0	0	0	0	0	0	0	0
P32643	0	0	0	0	0	0	0	0
P04173	0.001523753	0.000631082	0.000873782	0.001049003	0.001395292	0.001155799	0.001238796	0.000249354
P26263	0	0	0	0	0	0	0	0
P06169	0.034338882	0	0	0.002537198	0.012014593	0.001392214	0.000339728	1.47E-05
P16467	0	0	0	0	0	0	0	0
P38122	0	0	0	0	0	0	0	0
Q07471	0	0	0	0	0	0	0	0
P37254	0	0	0	0	0	0	0	0
Q03266	0	0	0	0	0	0	0	0
P17649	0	0.009271876	0	0.014380096	0	0	0	0
P16120	0	0	0	0	0	0	0	0
Q06685	0	0	0	0	0	0	0	0
Q99321	0	0	0	0	0	0	0	0
Q12494	0	0	0	0	0	0	0	0
Q07938	0	0	0	0	0	0	0	0
P40025	0	0	0	0	0	0	0	0
P53078	0	0	0	0	0	0	0	0
Q99312	0	0	0	0	0	0	0	0
P38972	0.002777401	0.001195525	0.001625606	0.00193611	0.002549758	0.00212536	0.002272437	0.000519078
P53128	0	0	0	0	0	0	0	0
P46151	0	0	0	0	0	0	0	0
P09950	0	0	0	0	0	0	0	0
P40099	0	0	0	0	0	0	0	0
P05694	0.004690716	0.002056977	0.002773038	0.003290006	0.004311702	0.003605102	0.003849976	0.000930729
P47095	0	0	0	0	0	0	0	0
Q06489	0	0	0	0	0	0	0	0
P40433	0	0	0	0	0	0	0	0
Q12471	0	0	0	0	0	0	0	0
P53315	0	0	0	0	0	0	0	0
P38858	0.012242733	0	0	0	0.012493021	0.012689645	0.011175024	0.00553323
P06168	0.012735298	0.005678952	0.007597425	0.008982502	0.011719836	0.009826701	0.010482771	0.002661515
P27796	0	0	0	0	0	0	0	0
P41338	0	0	0	0	0	0	0	0
P32874	0	0	0	0	0	0	0	0
P48445	0	0	0	0	0	0	0	0
Q00955	0.008366365	0.003711897	0.004977352	0.005890969	0.007696552	0.006447815	0.006880568	0.001721545
P32316	0	0	0	0	0	0	0	0
Q01574	0	0	0	0	0	0	0	0
P52910	0.001421354	0.029949938	0.019613268	0.007422885	0.001300993	0.004156692	0.001154367	0.000227322
Q01217	0.004940013	0.00216922	0.002922543	0.003466417	0.004541276	0.003797906	0.004055523	0.000962824
P00635	0	0	0	0	0	0	0	0
P35842	0	0	0	0	0	0	0	0
P24031	0	0	0	0	0	0	0	0
P38693	0	0	0	0	0	0	0	0
Q12428	0	0	0	0	0	0	0	0
P18544	0.006059963	0.002673466	0.003594186	0.004258912	0.005572621	0.004664065	0.004978928	0.001203782
Q12036	0	0	0	0	0	0	0	0
P13711	0	0	0	0	0	0	0	0
P25628	0	0	0	0	0	0	0	0
P53629	0	0	0	0	0	0	0	0
P47026	0	0	0	0	0	0	0	0
P53909	0	0	0	0	0	0	0	0
P36973	0	0	0	0	0	0	0	0
P49435	0	0	0	0	0	0	0	0
P47143	8.65E-05	0	1.19E-05	3.20E-05	7.18E-05	4.42E-05	5.38E-05	0
P15274	0	0	0	0	0	0	0	0
P39954	0.008031207	0.003560996	0.004776355	0.005653805	0.00738791	0.006188607	0.006604228	0.001649436
P21182	0	0	0	0	0	0	0	0
P50277	0	0	0	0	0	0	0	0
P08678	0	0	0	0	0	0	0	0
Q12055	0.003224547	0.01242764	0.008956268	0.004674087	0.002961528	0.003628213	0.002641111	0.000615282
P07170	0	0	0	0	0	0	0	0
P26364	0	0	0	0	0	0	0	0
Q05911	0.001581645	0.000657147	0.0009085	0.001089968	0.001448603	0.001200572	0.001286528	0.000261809
P80210	0.001071453	0.000427437	0.000602533	0.000728946	0.000978775	0.000805994	0.000865871	0.000152041
Q02196	0.000282224	7.21E-05	0.000129224	0.000170466	0.000251985	0.00019561	0.000215147	0
P53314	0	0	0	0	0	0	0	0
P43567	0	0.003286136	0.000200818	0.00042896	0	0.000534445	0	0
P40825	0.000435571	0.000141136	0.000221187	0.000278981	0.0003932	0.000314207	0.000341582	1.52E-05
P53296	0	0	0	0	0	0	0	0
P40353	0	0	0	0	0	0	0	0
P00331	0	0	0.009531956	0	0	0	0	0
Q12458	0	0	0	0	0	0	0	0
P38715	0	0	0	0	0	0	0	0.410626468
P10127	0	0	0	0	0	0	0	0
P07246	0	0	0	0	0	0	0	0
P38113	0	0	0	0	0	0	0	0
P32771	0	0	0	0	0	0	0	0
P00330	0.00317316	0	0	0	0.001022123	0	0	0
P25377	0	0	0	0	0	0	0	0
Q04894	0	0	0	0	0	0	0	0
Q04458	0	0	0	0	0	0	0	0
P54114	0	0	0	0	0	0	0	0
P47771	0	0	0	0	0	0	0	0
P54115	0.003010324	0	0.016134665	0	0.002764254	0	0.002464483	0.000569192
P46367	0	0	0.006918124	0.004384833	0	0.002437666	0	0
P40047	0	0	0.015266676	0.009719827	0	0.005456368	0	0
P11491	0	0	0	0	0	0	0	0
P25335	0	0	0	0	0	0	0	0
P32375	0	0	0	0	0	0	0	0
P32528	0	0	0	0	0	0	0	0
P38131	0	0	0	0	0	0	0	0
P38130	0	0	0	0	0	0	0	0
P27809	0	0	0	0	0	0	0	0
P26725	0	0	0	0	0	0	0	0
P33550	0	0	0	0	0	0	0	0
P53966	0	0	0	0	0	0	0	0
P27810	0	0	0	0	0	0	0	0
P54070	0	0	0	0	0	0	0	0
P48016	0	0	0	0	0	0	0	0
P35172	0	0	0	0	0	0	0	0
P32356	0	0	0	0	0	0	0	0
Q00764	0	0	0	0	0	0	0	0
P31688	7.10E-05	0	2.53E-06	2.10E-05	5.74E-05	3.22E-05	4.10E-05	0
P38427	0	0	0	0	0	0	0	0
P38426	9.73E-05	0	1.83E-05	3.96E-05	8.17E-05	5.26E-05	6.27E-05	0
P38158	0	0	0	0	0	0	0	0
P53051	0	0	0	0	0	0	0	0
P53341	0	0	0	0	0	0	0	0
P0CW40	0	0	0	0	0	0	0	0
P40884	0	0	0	0	0	0	0	0
P0CW41	0	0	0	0	0	0	0	0
P22580	0	0	0	0	0	0	0	0
Q03557	0	0	0	0	0	0	0	0
P07285	0.000415705	0.000132192	0.000209273	0.00026492	0.000374905	0.000298842	0.000325202	1.10E-05
P00899	0.003437867	0.001492894	0.002021694	0.002403469	0.003157972	0.00263616	0.002816995	0.000661178
P00937	0.003407741	0.00147933	0.002003627	0.002382151	0.003130229	0.00261286	0.002792156	0.000654696
P49775	0	0	0	0	0	0	0	0
P00812	0	0	0	0	0	0	0	0
P04076	0	0	0	0	0	0	0	0
P22768	0.00045636	0.000150496	0.000233655	0.000293688	0.000412344	0.000330285	0.000358722	1.97E-05
Q05506	0.000694425	0.000257684	0.000376425	0.000462148	0.000631575	0.000514403	0.000555009	7.09E-05
P38714	0	0	0	0	0	0	0	0
P49090	0	0	0	0	0	0	0	0
P49089	0.004808913	0.002110194	0.002843922	0.003373648	0.004420548	0.003696515	0.00394743	0.000956159
P38707	0.000697239	0.00025895	0.000378112	0.00046414	0.000634166	0.000516579	0.000557329	7.15E-05
P25345	0	0	0	0	0	0	0	0
P07259	0	0	0	0	0	0	0	0
P10869	4.17E-05	0	0	0	3.05E-05	9.56E-06	1.68E-05	0
P23542	2.89E-05	0.00033166	0.00047496	0	1.87E-05	0	6.30E-06	0
Q01802	0	0.000237596	0.000349669	0	0	1.21E-05	0	0
P13663	1.53E-05	0	0	0	6.18E-06	0	0	0
P04802	0.003489572	0.001516173	0.002052701	0.002440052	0.003205586	0.002676147	0.002859626	0.000672302
P15179	0	0	0	0	0	0	0	0
P22108	0	0	0	0	0	0	0	0
P16550	0	0	0	0	0	0	0	0
P00498	0.000908444	0.000354044	0.000504774	0.000613593	0.000828662	0.000679923	0.000731469	0.000116969
P00856	0	0.003885506	0.004186118	0.002952983	0.002130653	0.00245529	0.002043064	0.000689469
P00854	3.12E-05	0.019819454	0.021321932	0.01515869	0.011048668	0.012671199	0.010610899	0.003824155
P61829	0.000249768	0.053018136	0.057024865	0.040589218	0.029629138	0.033955876	0.028461754	0.010421501
P07251	0	0.012244403	0.013175504	0.009356069	0.006809029	0.007814536	0.006537737	0.002345226
P38077	5.48E-05	0.023414359	0.025187999	0.017912443	0.013060671	0.014976025	0.012543897	0.004557772
Q12165	0	0.011551009	0.012429809	0.008824917	0.006420946	0.007369973	0.006164893	0.002207877
P09457	2.84E-06	0.015517226	0.01669519	0.011863111	0.008640781	0.009912874	0.008297562	0.002971969
P81449	0	0.007344548	0.007906065	0.005602685	0.004066642	0.004673033	0.003903034	0.00137465
Q06405	0	0.007643488	0.008227553	0.005831679	0.004233955	0.004864696	0.004063777	0.001433865
P00830	0	0.011440994	0.012311495	0.008740643	0.006359372	0.007299437	0.006105736	0.002186085
P30902	0	0.013460353	0.014483171	0.010287506	0.00748958	0.008594131	0.007191565	0.002564542
Q12349	0	0.009570958	0.010300407	0.00730816	0.005312737	0.00610048	0.005100199	0.001815664
P81450	0	0.00447796	0.004823259	0.003406819	0.002462243	0.002835138	0.002361634	0.000806825
P05626	2.14E-05	0.018331226	0.019721447	0.014018683	0.010215732	0.011717039	0.00981067	0.003529367
P21306	0	0.00451548	0.004863608	0.00343556	0.002483243	0.002859194	0.002381809	0.000814257
Q12233	0	0.00874485	0.009411987	0.006675344	0.004850374	0.005570826	0.004655992	0.001652026
P81451	0	0.005057066	0.005446045	0.003850427	0.002786363	0.003206429	0.002673027	0.000921537
P32903	0	0	0	0	0	0	0	0
P40975	0	0	0	0	0	0	0	0
P05030	0	0	0	0	0	0	0	0
P19657	0	0	0	0	0	0	0	0
P40009	0	0	0	0	0	0	0	0
P16661	0	0	0	0	0	0	0	0
P32451	0	0	0	0	0	0	0	0
P32462	0.026801809	0.012012151	0.016033128	0.018936154	0.024673449	0.020705544	0.022080629	0.00566632
P54781	0	0	0	0	0	0	0	0
P53199	0	0	0	0	0	0	0	0
Q12452	0.003645382	0.001586326	0.002146142	0.002550311	0.003349069	0.00279665	0.002988092	0.000705825
P53045	0	0	0	0	0	0	0	0
P32353	0	0	0	0	0	0	0	0
P32352	0	0	0	0	0	0	0	0
P25340	0.002692248	0.001157186	0.001574539	0.00187585	0.002471342	0.002059504	0.002202228	0.000500757
P22007	0	0	0	0	0	0	0	0
P29703	0	0	0	0	0	0	0	0
P03965	0	0	0	0	0	0	0	0
P07258	0	0	0	0	0	0	0	0
P80235	0	0.005582352	0.002431868	0.001367036	0	0	0	0
P40017	0	0	0	0	0	0	0	0
P32796	0	0.005592744	0.002436499	0.001369715	0	0	0	0
P06115	0	0	0	0	0	0	0	0
P15202	0	0	0	0	0	0	0	0
P38992	0	0	0	0	0	0	0	0
Q03529	0	0	0	0	0	0	0	0
P38703	0	0	0	0	0	0	0	0
Q03579	0	0	0	0	0	0	0	0
P28496	0	0	0	0	0	0	0	0
Q06702	0	0	0	0	0	0	0	0
Q06703	0	0	0	0	0	0	0	0
P29465	0	0	0	0	0	0	0	0
P14180	0	0	0	0	0	0	0	0
P08004	0	0	0	0	0	0	0	0
P20485	0	0	0	0	0	0	0	0
P13259	0	0	0	0	0	0	0	0
P32178	0	0	0	0	0	0	0	0
P28777	0.015690694	0.007009575	0.009369787	0.011073786	0.014441412	0.012112368	0.012919504	0.003297361
P19414	0.00144497	0.022272416	0.009695106	0.007981433	0.001322741	0.005920462	0.001173846	0.000232405
P35196	0	0	0	0	0	0	0	0
Q03175	0	0	0	0	0	0	0	0
P00890	0.000389678	0.00699084	0.003004542	0.002461397	0.000350938	0.00180818	0.000303746	5.36E-06
P08679	0	0	0	0	0	0	0	0
P11353	0	0	0	0	0	0	0	0
P28274	0	0	0	0	0	0	0	0
P38627	0.000103279	0	2.19E-05	4.38E-05	8.72E-05	5.72E-05	6.76E-05	0
P43623	0	0	0	0	0	0	0	0
P53101	0	0	0	0	0	0	0	0
P32582	0	0	0	0	0	0	0	0
P31373	0	0	0	0	0	0	0	0
P47164	0	0	0	0	0	0	0	0
P06106	0	0	0	0	0	0	0	0
P53852	0	0	0	0	0	0	0	0
Q06549	0	0	0	0	0	0	0	0
P27515	0	0	0	0	0	0	0	0
P10614	0.000514585	0.000176712	0.000268573	0.000334893	0.000465962	0.000375315	0.000406729	3.22E-05
P16603	0.000677051	0.000249861	0.000366006	0.000449854	0.000615575	0.000500966	0.000540684	6.72E-05
Q12178	0	0	0	0	0	0	0	0
P54783	0	0	0	0	0	0	0	0
Q04212	0	0	0	0	0	0	0	0
P38115	0	0	0	0	0	0	0	0
P14540	0	0.001304953	0.001771361	0.002108091	0	0	0	0
Q07786	0	0	0	0	0.00501675	0	0	0
P35497	0	0	0	0	0	0	0	0
P06773	0	0	0	0	0	0	0	0
P15454	0	0	0	0	0	0	0	0
P38791	0	0	0	0	0	0	0	0
P25332	0	0	0	0	0	0	0.073586496	0
Q03941	0	0	0	0	0	0	0	0
P53630	0	0	0	0	0	0	0	0
Q02896	0	0	0	0	0	0	0	0
P07807	0	0	0	0	0	0	0	0
Q12676	0	0	0	0	0	0	0	0
Q12154	0	0	0	0	0	0	0	0
P20051	0.001677488	0.000700299	0.000965977	0.001157784	0.001536863	0.001274696	0.001365551	0.00028243
P39522	0.002312072	0.000986015	0.001346544	0.00160683	0.002121243	0.001765479	0.00188877	0.000418962
P43550	0	0	0	0	0	0	0	0
P54838	0	0	0	0	0	0	0	0
P08524	0.004966158	0.002180992	0.002938223	0.003484914	0.004565353	0.003818127	0.00407708	0.000989991
P00950	0	0	0	0	0	0	0	0
P32469	0	0	0	0	0	0	0	0
P20048	0	0	0	0	0	0	0	0
P14020	0.000187867	2.96E-05	7.26E-05	0.000103701	0.000165093	0.000122635	0.000137349	0
P31382	0	0	0	0	0	0	0	0
P33775	0	0	0	0	0	0	0	0
P52867	0.000703768	0.00026189	0.000382028	0.00046876	0.000640179	0.000521628	0.000562712	7.29E-05
P46971	0	0	0	0	0	0	0	0
P47190	0	0	0	0	0	0	0	0
P00572	0	0	0	0	0	0	0	0
P47119	0	0	0	0	0	0	0	0
P33317	0	0	0	0	0	0	0	0
P47180	0	0	0	0	0	0	0	0
P0CX11	0	0	0	0	0	0	0	0
P00924	0.018060866	0.000402415	0.000569204	0.002430005	0.007217479	0.004114859	0.005881117	0.000306259
P00925	0	0	0	0	0	0	0	0
P42222	0	0	0	0	0	0	0	0
P0CX10	0	0	0	0	0	0	0	0
Q03764	0	0	0	0	0	0	0	0
P41734	0	0	0	0	0	0	0	0
P52911	0	0	0	0	0	0	0	0
P15703	0	0	0	0	0	0	0	0
P23776	0	0	0	0	0	0	0	0
P53753	0	0	0	0	0	0	0	0
P32603	0	0	0	0	0	0	0	0
Q12051	0	0	0	0	0	0	0	0
P39518	0	0	0	0	0	0	0	0
P16622	0	0	0	0	0	0	0	0
P00431	0	0	0	0	0	0	0	0
P00401	0.002197795	0.009977812	0.011057068	0.008619317	0.005832519	0.007174912	0.005614314	0.00197311
P00410	0.001016388	0.004796303	0.005320656	0.004136278	0.00278232	0.00343452	0.002676305	0.000907224
P00420	0.001086438	0.005103535	0.005660791	0.004402095	0.002963178	0.003656303	0.002850511	0.000970425
P07255	0.000172117	0.001093461	0.00122127	0.000932579	0.000602559	0.000761531	0.000576718	0.000145509
